question_id,variant,user_input,retrieved_contexts,reference,llm_context_precision_with_reference,context_recall
gd_021,no_rerank,"In the $300 weekly wage example for a nonresident alien employee, how much federal income tax is withheld?","['of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative methods to figure the federal income tax withholding on the wages of nonresident alien employ- ees, see Withholding Adjustment for Nonresident Alien Employees, earlier. Annualized wages. The Percentage Method T ables for Automated Payroll Systems in section 1 and Worksheet 1A allow you to figure federal income tax withholding based on annualized wages. Average estimated wages. Y ou may withhold the tax for a payroll period based on estimated average wages, with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An', 'wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1. Determine if the nonresident alien employee has submitted a Form W -4 for 2020 or later or an earlier Form W-4. Then add to the wages paid to the nonresident alien employee for the payroll period the amount for the applica- ble type of Form W-4 and payroll period. If the nonresident alien employee was first paid wages before 2020 and has not submitted a Form W -4 for 2020 or later, add the amount shown in T able 1 to their wages for calculating federal income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly', 'The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid the amount of $226.90 from T able 1 under Step 1 ($526.90 total). The employer has a manual payroll system and prefers to use the Wage Bracket Method tables to figure withholding. The employer will use Worksheet 3 and the withholding tables in section 3 to de- termine the income tax withholding for the nonresident alien employee. In this example, the employer would with- hold $31 in federal income tax from the weekly wages of the nonresident alien employee. The $226.90 added to wages for calculating income tax withholding isn’t reported on Form W -2 and doesn’t in- crease the', 'the social security tax or Medicare tax liability of the employer or the employee, or the FUTA tax liability of the employer. Example. An employer pays wages of $300 for a weekly payroll period to a married nonresident alien em- ployee. The nonresident alien has a properly completed 2019 Form W-4 on file with the employer that shows mari- tal status as “Single” with one withholding allowance and indicated status as a nonresident alien on Form W -4, line 6 (see Nonresident alien employee’s Form W-4 in sec- tion 9 of Pub. 15 for details on how a 2026 Form W-4 must be completed). The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid', 'income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly ........................... 453.80 Semimonthly ........................ 491.70 Monthly ........................... 983.30 Quarterly .......................... 2,950.00 Semiannually ........................ 5,900.00 Annually ........................... 11,800.00 Daily or Miscellaneous (each day of the payroll period) ............................ 45.40 If the nonresident alien employee has submitted a Form W-4 for 2020 or later or was first paid wages in 2020 or later, add the amount shown in T able 2 to their wages for calculating federal income tax withholding. 6 (2026)']","In the example, the employer uses the Wage Bracket Method and withholds $31 in federal income tax from the employee's weekly wages.",0.8055555555287036,1.0
gd_022,no_rerank,Does the special nonresident alien withholding adjustment apply to supplemental wage payments?,"['of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative methods to figure the federal income tax withholding on the wages of nonresident alien employ- ees, see Withholding Adjustment for Nonresident Alien Employees, earlier. Annualized wages. The Percentage Method T ables for Automated Payroll Systems in section 1 and Worksheet 1A allow you to figure federal income tax withholding based on annualized wages. Average estimated wages. Y ou may withhold the tax for a payroll period based on estimated average wages, with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An', 'wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1. Determine if the nonresident alien employee has submitted a Form W -4 for 2020 or later or an earlier Form W-4. Then add to the wages paid to the nonresident alien employee for the payroll period the amount for the applica- ble type of Form W-4 and payroll period. If the nonresident alien employee was first paid wages before 2020 and has not submitted a Form W -4 for 2020 or later, add the amount shown in T able 1 to their wages for calculating federal income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly', '$226.90 added to wages for calculating income tax withholding isn’t reported on Form W -2 and doesn’t in- crease the income tax liability of the employee. Also, the $226.90 added to wages doesn’t affect the social security tax or Medicare tax liability of the employer or the em- ployee, or the FUTA tax liability of the employer. Supplemental wage payment. This procedure for deter- mining the amount of federal income tax withholding for nonresident alien employees doesn’t apply to a supple- mental wage payment (see section 7 of Pub. 15) if the 37% mandatory flat rate withholding applies or if the 22% optional flat rate withholding is being used to figure in- come tax withholding on the', 'mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed next to figure the amount of federal income tax to withhold from the wages of nonresident alien employees performing services within the United States. This procedure only applies to nonresident alien em- ployees who have wages subject to income tax withhold- ing. Caution: Nonresident alien students from India and business apprentices from India aren’t subject to this pro- cedure. Instructions. T o figure how much federal income tax to withhold from the wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1.', 'always enter $4,300 in Step 4(a) on a 2020 or later Form W -4. If you convert a nonresident alien em- ployee’s 2019 or earlier Form W -4 to a 2020 or later Form W-4, be sure to use T able 2 when adding an amount to their wages for figuring federal income tax withholding. See Withholding Adjustment for Nonresident Alien Em- ployees, later, for more information. For more information, see T reasury Decision 9924, 2020-44 I.R.B. 943, available at /irb/ 2020-44_IRB#TD-9924. Withholding Adjustment for Nonresident Alien Employees Instruct nonresident aliens to see Notice 1392, Supple- mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed']",The special procedure does not apply to a supplemental wage payment when the 37% mandatory flat rate withholding applies or when the 22% optional flat rate withholding is being used to figure income tax withholding on the supplemental wage payment.,0.3333333333,1.0
gd_023,no_rerank,What is Form W-4P used for?,"['Paper substitute forms must include the in- structions and worksheets for Form W -4P rather than pro- viding a web address to the instructions on . How To Treat 2021 and Earlier Forms W-4P as if They Were 2022 or Later Forms W-4P Payers may use an optional computational bridge to treat 2021 and earlier Forms W-4P as if they were 2022 or later Forms W -4P for purposes of figuring federal income tax withholding. This computational bridge can reduce system complexity by allowing payers to permanently use compu- tational procedures and data fields for a 2022 and later Form W -4P to arrive at the equivalent withholding for a payee that would have applied using the computational procedures and', 'account specifically tied to the payee, you need not require the payee to submit this personal infor- mation again when completing an electronic substitute, as long as the account where the election is being made is directly or indirectly linked to the electronically stored per- sonal information. Telephonic submissions of Form W -4P . Payers may provide for telephonic submissions of Form W -4P . Y ou must use a script that includes all portions of the first page of the paper Form W -4P from Steps 1(c)–4(c), including the step titles and text between Steps 1 and 2, with the fol- lowing exceptions. • On Step 2, the script can stop right before “See page 2 for examples on how to complete Step', 'on a 2021 or earlier Form W-4P . Enter $8,600 if the payee’s filing status is “Single or Married filing separately” or $12,900 if the payee’s filing status is “Married filing jointly.” 3. Multiply the number of allowances claimed on line 2 of a payee’s 2021 or earlier Form W-4P by $4,300 and enter the result in Step 4(b) on a 2022 or later Form W-4P . 4. Enter the additional amount of withholding requested by the payee on line 3 of their 2021 or earlier Form W-4P in Step 4(c) of a 2022 or later Form W-4P . If you use this computational bridge, you will skip Steps 1(j)–(l) and any other instructions on Worksheet 1B that reference a 2021 or earlier Form W-4P . Caution: This computational', 'W-4P as if They Were 2022 or Later Forms W -4P, later, for an optional computational bridge. For more information about Form W -4R, see section 8 of Pub. 15-A, Employer’s Supplemental T ax Guide. Computational bridge for Form W -4. Employers may use an optional computational bridge to treat 2019 and earlier Forms W-4 as if they were 2020 or later Forms W -4 for purposes of figuring federal income tax withholding. See How T o T reat 2019 and Earlier Forms W-4 as if They Were 2020 or Later Forms W -4, later, for more informa- tion. Electronic submission of Forms W -4 and W -4P . Y ou may set up a system to electronically receive Form W -4 or Form W-4P from an employee or payee. For each form', '-4P to arrive at the equivalent withholding for a payee that would have applied using the computational procedures and data fields on a 2021 or earlier Form W-4P . Y ou must make up to four adjustments to use this computational bridge, but it will simplify data storage and eliminate some steps in Worksheet 1B. 1. Select the filing status in Step 1(c) of a 2022 or later Form W-4P that most accurately reflects the payee’s marital status on line 2 of a 2021 or earlier Form W-4P . T reat the payee as “Single or Married filing separately” on a 2022 or later Form W-4P if the payee selected ei- ther “Single” or “Married, but withhold at higher single rate” as their marital status on their 2021 or']","Payees use Form W-4P to have payers withhold the correct amount of federal income tax from periodic pension, annuity, profit-sharing and stock bonus plan, or IRA payments.",0.8041666666465626,1.0
gd_024,no_rerank,What happens when a payee checks No withholding on a 2026 or later Form W-4P?,"['withholding. Form W -4P contains 5 steps. Every Form W-4P payers receive from a payee in 2022 or later should show a completed Step 1 (name, address, SSN, and filing status) and a dated signature in Step 5. Payees complete Steps 2, 3, and/or 4 only if relevant to their personal situa- tions. Steps 2, 3, and 4 show adjustments that affect with- holding calculations. For payees completing one or more of Steps 2, 3, and/or 4 on a 2022 or later Form W-4P , adjustments are as follows. Step 2. If the payee completes Step 2, the payer will use the amount in Step 2(b)(iii) from a 2022 or later Form W-4P in Worksheet 1B to figure income tax withholding. Tip: Consider advising payees to use the IRS T', 'allowan- ces on a 2021 or earlier Form W-4P , tax will be withheld on a payment that is at least $2,690 per month. Choosing not to have income tax withheld. A payee who checks the box for “No withholding” on a 2026 or later Form W-4P below Step 4(c) shall have no federal income tax withheld from their periodic pension or annuity pay- ments. On a 2022 through 2025 Form W -4P , the payee would have made this election by writing “No Withholding” below Step 4(c). In the case of a payer that used the 2021 Form W -4P for 2022, a payee who checked the box of line 1 of the 2021 Form W -4P shall have no federal in- come tax withheld from their periodic pension or annuity payments. Regardless of the', 'as if they had no entries on lines 1 and 3 and had completed line 2 indicat- ing a status of Single, and claiming zero allowances. If a payee received their first periodic pension or annuity pay- ment before 2022 and had failed to furnish a Form W -4P when those payments began, you must continue to with- hold on those periodic payments as if the recipient were married claiming three withholding allowances on a Form W-4P for 2021 or earlier, unless the payee furnishes a Form W-4P requesting a change in withholding. If a payee is treated as married claiming three withholding allowan- ces on a 2021 or earlier Form W-4P , tax will be withheld on a payment that is at least $2,690 per month.', 'received a 2022 or later Form W-4P , a payee who received the first periodic pension or annuity payment in 2022 but who failed to fur- nish such a 2021 Form W -4P will continue be treated as if they had no entries on lines 1 and 3 and completed line 2 indicating a status of Married, and claiming 3 allowances. In the case of a payer that used the 2021 Form W -4P and hasn’t received a 2022 or later Form W -4P , a payee who received the first periodic pension or annuity payment in 2022 but who failed to provide a correct SSN on the 2021 Form W-4P will continue to be treated as if they had no entries on lines 1 and 3 and had completed line 2 indicat- ing a status of Single, and claiming zero', 'who made a mid-year change may be underwithheld or overwithheld once their Form W -4 is ap- plied to the next full calendar year. New employee fails to furnish Form W -4. A new em- ployee who fails to furnish a Form W -4 will be treated as if they had checked the box for Single or Married filing sepa- rately in Step 1(c) and made no entries in Step 2, Step 3, or Step 4 of Form W -4. However, an employee who was paid wages before 2020 and who failed to furnish a Form W-4 should continue to be treated as Single and claiming zero allowances on a 2019 or earlier Form W-4. Exemption from withholding. Employees who check the box for exemption from federal income tax withholding below Step 4(c)']",A payee who checks the No withholding box on a 2026 or later Form W-4P below Step 4(c) will have no federal income tax withheld from periodic pension or annuity payments.,0.4499999999775,1.0
gd_025,no_rerank,What alternative methods can be used for figuring federal income tax withholding?,"['Fileid: … ation-15-t/2026/a/xml/cycle07/source 15:14 - 3-Dec-2025 The type and rule above prints on all proofs including departmental reproduction proofs. MUST be removed before printing. 6. Alternative Methods for Figuring Withholding Y ou may use various methods for figuring federal income tax withholding. The methods described next may be used instead of the Percentage Method and Wage Bracket Method discussed earlier in this publication. Use the method that best suits your payroll system and employ- ees. Caution: Employers must use a modified procedure to figure the amount of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative', 'at /pub/irs-irbs/irb99-04.pdf. Introduction This publication supplements Pub. 15, Employer’s T ax Guide. It describes how to figure withholding using the Wage Bracket Method or Percentage Method, describes the alternative methods for figuring withholding, and pro- vides the T ables for Withholding on Distributions of Indian Gaming Profits to T ribal Members. Although this publication may be used in certain situa- tions to figure federal income tax withholding on supple- mental wages, the methods of withholding described in this publication can’t be used if the 37% mandatory flat rate withholding applies or if the 22% optional flat rate withholding is used to figure federal income tax', 'of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative methods to figure the federal income tax withholding on the wages of nonresident alien employ- ees, see Withholding Adjustment for Nonresident Alien Employees, earlier. Annualized wages. The Percentage Method T ables for Automated Payroll Systems in section 1 and Worksheet 1A allow you to figure federal income tax withholding based on annualized wages. Average estimated wages. Y ou may withhold the tax for a payroll period based on estimated average wages, with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An', 'and pay period), use the worksheet be- low and the Percentage Method tables that follow to figure federal income tax withholding. This method works for any amount of wages. Worksheet 4. Employer’s Withholding Worksheet for Percentage Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later Keep for Your Records Table 6 Monthly Semimonthly Biweekly Weekly Daily 12 24 26 52 260 Step 1. Adjust the employee’s wage amount 1a Enter the employee’s total taxable wages this payroll period ............................. 1a $ 1b Enter the number of pay periods you have per year (see T able 6)......................... 1b 1c Enter the amount from Step 4(a) of the employee’s Form W-4', 'odic payments of pensions or annuities with a 2021 or ear- lier Form W -4P . As an alternative, if you prefer to use the Percentage Method of withholding, you may use Work- sheet 5 and the Percentage Method tables in section 5 to figure federal income tax withholding on periodic pay- ments of pensions or annuities with a 2021 or earlier Form W-4P . Worksheet 3. Employer’s Withholding Worksheet for Wage Bracket Method Tables for Manual Payroll Systems With Forms W-4 From 2019 or Earlier Keep for Your Records Step 1. Figure the Tentative Withholding Amount 1a Enter the employee’s total taxable wages this payroll period ............................. 1a $ 1b Use the amount on line 1a to look up']","Publication 15-T describes alternative methods including annualized wages, average estimated wages, and cumulative wages. These methods may be used instead of the Percentage Method and Wage Bracket Method.",0.9999999999666667,1.0
gd_026,no_rerank,How does the cumulative wages method work?,"['with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An employee may ask you, in writ- ing, to withhold tax on cumulative wages. If you agree to do so, and you’ve paid the employee for the same kind of payroll period (weekly, biweekly, etc.) since the beginning of the year, you may figure the tax as follows. Add the wages you’ve paid the employee for the current calendar year to the current payroll period amount. Divide this amount by the number of payroll periods so far this year, including the current period. Figure the withholding on this amount, and multiply the withholding by the num- ber of payroll periods so far this', 'by the part-year method. 1. Add the wages to be paid to the employee for the cur- rent payroll period to any wages that you’ve already paid to the employee in the current term of continuous employment. See the definition for “term of continu- ous employment,” later. 2. Add the number of payroll periods used in step 1 to the number of payroll periods between the employee’s last employment and current employment. T o find the number of periods between the last employment and current employment, divide the number of calendar days between the employee’s last day of earlier em- ployment (or the previous December 31, if later) and the first day of current employment by the number of calendar days', 'Figure the withholding on this amount, and multiply the withholding by the num- ber of payroll periods so far this year, including the current period. Subtract the total tax already deducted and with- held during the calendar year from the total amount of tax calculated. The excess is the amount to withhold for the current payroll period. See Revenue Procedure 78 -8, 1978-1 C.B. 562, for an example of the cumulative method. Part-year employment. A part -year employee who fig- ures income tax on a calendar -year basis may ask you to withhold tax by the part-year employment method. The re- quest must be in writing, must be under penalties of per- jury, and must contain the following', 'The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid the amount of $226.90 from T able 1 under Step 1 ($526.90 total). The employer has a manual payroll system and prefers to use the Wage Bracket Method tables to figure withholding. The employer will use Worksheet 3 and the withholding tables in section 3 to de- termine the income tax withholding for the nonresident alien employee. In this example, the employer would with- hold $31 in federal income tax from the weekly wages of the nonresident alien employee. The $226.90 added to wages for calculating income tax withholding isn’t reported on Form W -2 and doesn’t in- crease the', 'of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative methods to figure the federal income tax withholding on the wages of nonresident alien employ- ees, see Withholding Adjustment for Nonresident Alien Employees, earlier. Annualized wages. The Percentage Method T ables for Automated Payroll Systems in section 1 and Worksheet 1A allow you to figure federal income tax withholding based on annualized wages. Average estimated wages. Y ou may withhold the tax for a payroll period based on estimated average wages, with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An']","For cumulative wages, the employer adds the wages paid to the employee during the current calendar year to the current payroll period amount, divides the total by the number of payroll periods so far in the year including the current period, calculates withholding on that average amount, and multiplies the withholding by the number of payroll periods so far including the current period.",0.7555555555303703,1.0
gd_027,no_rerank,What is the IRS Tax Withholding Estimator used for according to Publication 15-T?,"['at /pub/irs-irbs/irb99-04.pdf. Introduction This publication supplements Pub. 15, Employer’s T ax Guide. It describes how to figure withholding using the Wage Bracket Method or Percentage Method, describes the alternative methods for figuring withholding, and pro- vides the T ables for Withholding on Distributions of Indian Gaming Profits to T ribal Members. Although this publication may be used in certain situa- tions to figure federal income tax withholding on supple- mental wages, the methods of withholding described in this publication can’t be used if the 37% mandatory flat rate withholding applies or if the 22% optional flat rate withholding is used to figure federal income tax', 'and 1099-NEC) with the SSA or IRS, as applicable, and fur- nish statements to overtime recipients showing qualified overtime compensation paid during the year. However, the IRS has provided transition relief to employers and payers for the tax year 2025 reporting requirements. For more in- formation, see Notice 2025-62. Reminders IRS Tax Withholding Estimator. Employees and payees may use the IRS T ax Withholding Estimator, available at /W4App, when completing their Form W -4 or their Form W-4P . Form W -4P and Form W -4R. Form W -4P was rede- signed for 2022. Form W -4P is now used only to make withholding elections for periodic pension or annuity pay- ments. Previously, Form W -4P was', 'or later Form W-4P in Worksheet 1B to figure income tax withholding. Tip: Consider advising payees to use the IRS T ax Withholding Estimator, available at /W4App, when completing Form W -4P if they are submitting Form W -4P after the beginning of the year; have social security, divi- dend, capital gain, or business income; receive these pay- ments or pension and annuity payments for only part of the year; are subject to the Additional Medicare T ax or Net Investment Income T ax; or have changes during the year to their marital status, number of pensions/jobs (including their spouse if married filing jointly), or number of depend- ents. Step 3. Payers use the amount on this line as an annual', 'Percentage Method or Wage Bracket Method tables. This results in higher withholding for the employee. If the employee chooses one of the other options from this step, the higher withholding is in- cluded with any other additional tax amounts per pay pe- riod in Step 4(c). Tip: Consider advising employees to use the IRS T ax Withholding Estimator, available at /W4App, when completing Form W -4 if they expect to work only part of the year; receive dividends, capital gains, social security, bonuses, or business income; are subject to the Addi- tional Medicare T ax or Net Investment Income T ax; or they prefer the most accurate withholding for multiple job situa- tions. Step 3. Employers use', 'or annuities with a 2021 or ear- lier Form W -4P . As an alternative, if you prefer to use the Wage Bracket Method of withholding, you may use Work- sheet 3 and the Wage Bracket Method tables in section 3 to figure federal income tax withholding on periodic pay- ments of pensions or annuities with a 2021 or earlier Form W-4P . Worksheet 5. Employer’s Withholding Worksheet for Percentage Method Tables for Manual Payroll Systems With Forms W-4 From 2019 or Earlier Keep for Your Records Table 7 Annually Semiannually Quarterly Monthly Semimonthly Biweekly Weekly Daily $4,300 $2,150 $1,075 $358 $179 $165 $83 $17 Step 1. Adjust the employee’s wage amount 1a Enter the employee’s total taxable']","Publication 15-T recommends the IRS Tax Withholding Estimator when completing Form W-4 or Form W-4P in situations where more accurate withholding may be useful, such as multiple jobs, part-year work, or other income and tax situations.",0.6388888888675925,1.0
gd_028,no_rerank,What is the purpose of the 2019 and earlier Form W-4 computational bridge?,"['W-4P as if They Were 2022 or Later Forms W -4P, later, for an optional computational bridge. For more information about Form W -4R, see section 8 of Pub. 15-A, Employer’s Supplemental T ax Guide. Computational bridge for Form W -4. Employers may use an optional computational bridge to treat 2019 and earlier Forms W-4 as if they were 2020 or later Forms W -4 for purposes of figuring federal income tax withholding. See How T o T reat 2019 and Earlier Forms W-4 as if They Were 2020 or Later Forms W -4, later, for more informa- tion. Electronic submission of Forms W -4 and W -4P . Y ou may set up a system to electronically receive Form W -4 or Form W-4P from an employee or payee. For each form', 'and any other instructions on Worksheet 1B that reference a 2021 or earlier Form W-4P . Caution: This computational bridge applies only to Forms W-4P (including default elections) that were in ef- fect on or before December 31, 2021, and that continue in effect because a payee didn’t submit a 2022 or later Form W-4P . If a payee chooses to submit a new Form W -4P , it doesn’t change the general requirement that the payee must use the current year’s revision of Form W -4P . Upon putting in effect a new Form W-4P from a payee, you must stop using this computational bridge for the applicable year of the new Form W -4P . If a payer was unable to put the 2022 Form W -4P in place during 2022, the', 'a web address where the payee can find them on . Employers are prohibited from accepting a substitute form developed by an employee, and an employee fur- nishing such form must be treated as failing to furnish a Form W-4. How To Treat 2019 and Earlier Forms W-4 as if They Were 2020 or Later Forms W-4 Employers may use an optional computational bridge to treat 2019 and earlier Forms W -4 as if they were 2020 or later Forms W -4 for purposes of figuring federal income tax withholding. This computational bridge allows you to use computational procedures and data fields for a 2020 and later Form W -4 to arrive at the equivalent withholding for an employee that would have applied using the', 'claimed on line 5 of an employee’s 2019 or earlier Form W-4 by $4,300 and enter the result in Step 4(b) on a 2020 or later Form W-4. 4. Enter the additional amount of withholding requested by the employee on line 6 of their 2019 or earlier Form W-4 in Step 4(c) of a 2020 or later Form W-4. Caution: This computational bridge applies only for Forms W-4 that were in effect on or before December 31, 2019, and that continue in effect because an employee didn’t submit a 2020 or later Form W -4. If an employee is required, or chooses, to submit a new Form W -4, it doesn’t change the requirement that the employee must use the current year’s revision of Form W -4. Upon putting into effect a new Form', 'Paper substitute forms must include the in- structions and worksheets for Form W -4P rather than pro- viding a web address to the instructions on . How To Treat 2021 and Earlier Forms W-4P as if They Were 2022 or Later Forms W-4P Payers may use an optional computational bridge to treat 2021 and earlier Forms W-4P as if they were 2022 or later Forms W -4P for purposes of figuring federal income tax withholding. This computational bridge can reduce system complexity by allowing payers to permanently use compu- tational procedures and data fields for a 2022 and later Form W -4P to arrive at the equivalent withholding for a payee that would have applied using the computational procedures and']","The computational bridge allows employers to treat 2019 and earlier Forms W-4 as if they were 2020 or later Forms W-4 for purposes of figuring federal income tax withholding, using equivalent computational procedures and data fields.",0.99999999998,1.0
gd_029,no_rerank,What special rule applies when converting a nonresident alien employee's 2019 or earlier Form W-4 using the computational bridge?,"['applicable before 2020. For more information about lock -in letters, see sec- tion 9 of Pub. 15. For lock -in letters based on 2019 or ear- lier Forms W -4, you may use this optional computational bridge to comply with the requirement to withhold based on the maximum withholding allowances and filing status permitted in the lock-in letter. Nonresident alien employees. Y ou may use this com- putational bridge to convert a nonresident alien employ- ee’s 2019 or earlier Form W -4 to a 2020 or later Form W-4. However, for the second adjustment of the computa- tional bridge, always enter $4,300 in Step 4(a) on a 2020 or later Form W -4. If you convert a nonresident alien em- ployee’s 2019 or', 'a web address where the payee can find them on . Employers are prohibited from accepting a substitute form developed by an employee, and an employee fur- nishing such form must be treated as failing to furnish a Form W-4. How To Treat 2019 and Earlier Forms W-4 as if They Were 2020 or Later Forms W-4 Employers may use an optional computational bridge to treat 2019 and earlier Forms W -4 as if they were 2020 or later Forms W -4 for purposes of figuring federal income tax withholding. This computational bridge allows you to use computational procedures and data fields for a 2020 and later Form W -4 to arrive at the equivalent withholding for an employee that would have applied using the', 'W-4P as if They Were 2022 or Later Forms W -4P, later, for an optional computational bridge. For more information about Form W -4R, see section 8 of Pub. 15-A, Employer’s Supplemental T ax Guide. Computational bridge for Form W -4. Employers may use an optional computational bridge to treat 2019 and earlier Forms W-4 as if they were 2020 or later Forms W -4 for purposes of figuring federal income tax withholding. See How T o T reat 2019 and Earlier Forms W-4 as if They Were 2020 or Later Forms W -4, later, for more informa- tion. Electronic submission of Forms W -4 and W -4P . Y ou may set up a system to electronically receive Form W -4 or Form W-4P from an employee or payee. For each form', 'Fileid: … ation-15-t/2026/a/xml/cycle07/source 15:14 - 3-Dec-2025 The type and rule above prints on all proofs including departmental reproduction proofs. MUST be removed before printing. from their payments. The electronic checkbox must in- clude the text used on Form W -4 but also stipulate both conditions that must be met for exemption or link directly to the conditions on page 2 of Form W-4. Field required for nonresident alien status. Y ou must provide a field for nonresident aliens to enter nonresident alien status. Step 3 of 2026 Form W-4. T o allow an employee access to and use of all parts of the calculation shown on the pa- per Form W -4, an electronic Form W -4 system can’t re-', 'claimed on line 5 of an employee’s 2019 or earlier Form W-4 by $4,300 and enter the result in Step 4(b) on a 2020 or later Form W-4. 4. Enter the additional amount of withholding requested by the employee on line 6 of their 2019 or earlier Form W-4 in Step 4(c) of a 2020 or later Form W-4. Caution: This computational bridge applies only for Forms W-4 that were in effect on or before December 31, 2019, and that continue in effect because an employee didn’t submit a 2020 or later Form W -4. If an employee is required, or chooses, to submit a new Form W -4, it doesn’t change the requirement that the employee must use the current year’s revision of Form W -4. Upon putting into effect a new Form']","When converting a nonresident alien employee's 2019 or earlier Form W-4 to a 2020 or later Form W-4, $4,300 must always be entered in Step 4(a) for the second adjustment, and Table 2 must be used when adding an amount to wages for figuring federal income tax withholding.",0.94999999997625,0.5
gd_030,no_rerank,What must an electronic Form W-4 system provide for nonresident alien status?,"['Fileid: … ation-15-t/2026/a/xml/cycle07/source 15:14 - 3-Dec-2025 The type and rule above prints on all proofs including departmental reproduction proofs. MUST be removed before printing. from their payments. The electronic checkbox must in- clude the text used on Form W -4 but also stipulate both conditions that must be met for exemption or link directly to the conditions on page 2 of Form W-4. Field required for nonresident alien status. Y ou must provide a field for nonresident aliens to enter nonresident alien status. Step 3 of 2026 Form W-4. T o allow an employee access to and use of all parts of the calculation shown on the pa- per Form W -4, an electronic Form W -4 system can’t re-', 'mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed next to figure the amount of federal income tax to withhold from the wages of nonresident alien employees performing services within the United States. This procedure only applies to nonresident alien em- ployees who have wages subject to income tax withhold- ing. Caution: Nonresident alien students from India and business apprentices from India aren’t subject to this pro- cedure. Instructions. T o figure how much federal income tax to withhold from the wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1.', '. Y ou may set up a system to electronically receive Form W -4 or Form W-4P from an employee or payee. For each form that you establish an electronic submis- sion system for, you must meet each of the following five requirements. 1. The electronic system must ensure that the informa- tion received by you is the information sent by the em- ployee or payee. The system must document all occa- sions of user access that result in a submission. In addition, the design and operation of the electronic system, including access procedures, must make it 2 (2026)', 'source of the SSN and other personal information stored in the employer’s electronic system is a prior submission of a complete Form W-4 or the U.S. Citi- zenship and Immigration Services (USCIS) Form I-9, Employment Eligibility Verification, that is signed by the employee under penalty of perjury. The employer’s electronic Form W -4 system must con- tinue to ensure that the information received by the em- ployer is the information sent by the employee and that the person accessing the system and furnishing the Form W-4 is the employee identified on the form. See Electronic sub- mission of Forms W -4 and W -4P, earlier. If an SSN or other personal information is separately used by the elec-', 'are discussed earlier under Electronic submission of Forms W -4 and W-4P. This section provides specific requirements for substitute submissions of Form W-4. Electronic Substitute to Form W-4 Employers aren’t required to set up a system to electroni- cally receive Form W -4 from an employee. If set up, how- ever, the electronic system must meet all the requirements and guidelines set forth in regulations and specified by the IRS in forms, publications, and other guidance. The allow- ance of an electronic substitute for Form W -4 isn’t a li- cense to simplify or modify the Form W -4. In particular, electronic Form W-4 systems set up as a substitute to pa- per Forms W-4 must exactly replicate']",An electronic Form W-4 system must provide a field for nonresident aliens to enter their nonresident alien status.,0.99999999995,1.0
